Team,Type,Subtype,Period,Minute,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,1,31,1905.08,1907.8,Player17,Player18,-7.42,-15.64,-28.62,23.8
Away,PASS,,1,31,1910.2,1911.32,Player18,Player15,-20.14,27.2,-8.48,23.8
Away,PASS,,1,31,1912.04,1914.16,Player15,Player16,-9.54,23.8,4.24,6.12
Away,PASS,,1,31,1915.16,1916.76,Player16,Player17,4.24,4.76,-1.06,-20.4
Away,CHALLENGE,GROUND-WON,1,31,1919.16,1919.16,Player17,,-2.12,-16.32,,
Home,CHALLENGE,GROUND-LOST,1,31,1919.24,1919.24,Player9,,-2.12,-15.64,,
Away,PASS,,1,31,1919.8,1920.92,Player17,Player16,0.0,-14.96,9.54,-4.76
Away,PASS,,1,32,1922.44,1923.64,Player16,Player15,14.84,-0.0,14.84,17.68
Away,PASS,,1,32,1925.48,1927.0,Player15,Player20,18.02,19.72,8.48,10.88
Away,PASS,,1,32,1928.0,1929.56,Player20,Player19,9.54,14.28,-4.24,29.92
Away,PASS,,1,32,1929.56,1931.08,Player19,Player18,-4.24,29.92,-15.9,31.96
Home,RECOVERY,INTERCEPTION,1,32,1931.28,1931.28,Player4,,-18.02,30.6,,
Home,BALL OUT,,1,32,1931.28,1932.52,Player4,,-18.02,30.6,-23.32,36.04
Away,BALL LOST,INTERCEPTION,1,32,1931.36,1931.48,Player18,,-18.02,31.96,-19.08,32.64
Away,SET PIECE,THROW IN,1,32,1936.16,1936.16,Player18,,,,,
Away,PASS,,1,32,1936.16,1937.56,Player18,Player19,-27.56,34.0,-16.96,30.6
Away,PASS,,1,32,1939.12,1940.72,Player19,Player21,-15.9,25.16,-34.98,17.0
Away,BALL LOST,INTERCEPTION,1,32,1942.2,1942.2,Player21,,-39.22,18.36,-31.8,21.76
Home,RECOVERY,INTERCEPTION,1,32,1942.4,1942.4,Player8,,-33.92,23.12,,
Home,PASS,,1,32,1943.08,1943.68,Player8,Player12,-32.86,21.76,-31.8,14.28
Home,PASS,,1,32,1944.52,1945.32,Player12,Player6,-30.74,13.6,-27.56,3.4
Home,CHALLENGE,GROUND-WON,1,32,1945.84,1945.84,Player6,,-26.5,2.72,,
Home,PASS,,1,32,1946.84,1948.16,Player6,Player12,-25.44,2.72,-15.9,4.08
Away,CHALLENGE,GROUND-LOST,1,32,1948.84,1948.84,Player19,,-15.9,0.68,,
Home,CHALLENGE,GROUND-WON,1,32,1949.2,1949.2,Player12,,-13.78,-1.36,,
Home,PASS,,1,32,1950.68,1952.28,Player12,Player7,-11.66,-10.2,-3.18,-24.48
Home,BALL LOST,INTERCEPTION,1,32,1957.44,1959.12,Player7,,28.62,-16.32,45.58,-23.12
Home,CHALLENGE,TACKLE-FAULT-LOST,1,32,1959.12,1959.12,Player5,,43.46,-24.48,,
Away,CHALLENGE,TACKLE-FAULT-WON,1,32,1959.28,1959.28,Player22,,45.58,-23.8,,
Home,CARD,YELLOW,1,32,1968.92,1968.92,Player5,,,,,
Away,SET PIECE,FREE KICK,1,33,2019.72,2019.72,Player25,,,,,
Away,BALL OUT,,1,33,2019.72,2026.16,Player25,,50.88,-27.88,-20.14,-35.36
Away,CHALLENGE,GROUND,1,33,2024.64,2024.64,Player24,,-11.66,-29.24,,
Home,CHALLENGE,GROUND,1,33,2024.68,2024.68,Player7,,-11.66,-30.6,,
Home,SET PIECE,THROW IN,1,34,2043.28,2043.28,Player7,,,,,
Home,PASS,,1,34,2043.28,2044.68,Player7,Player9,-9.54,-34.68,0.0,-24.48
Home,CHALLENGE,GROUND-WON,1,34,2045.52,2045.52,Player9,,0.0,-21.76,,
Away,CHALLENGE,GROUND-LOST,1,34,2046.64,2046.64,Player20,,1.06,-17.68,,
Home,CHALLENGE,TACKLE-LOST,1,34,2048.96,2048.96,Player9,,6.36,-25.84,,
Home,BALL LOST,THEFT,1,34,2048.96,2048.96,Player9,,6.36,-25.84,,
Away,CHALLENGE,TACKLE-WON,1,34,2049.0,2049.0,Player20,,7.42,-25.16,,
Away,RECOVERY,THEFT,1,34,2049.0,2049.0,Player20,,7.42,-25.16,,
Away,PASS,,1,34,2049.0,2049.04,Player20,Player19,7.42,-25.16,5.3,-26.52
Away,BALL OUT,,1,34,2049.04,2050.56,Player19,,5.3,-26.52,10.6,-34.68
Home,SET PIECE,THROW IN,1,34,2058.44,2058.44,Player7,,,,,
Home,PASS,,1,34,2058.44,2058.92,Player7,Player12,4.24,-34.68,1.06,-27.88
Home,PASS,,1,34,2058.92,2060.0,Player12,Player7,1.06,-27.88,3.18,-34.0
Home,PASS,,1,34,2060.56,2061.08,Player7,Player12,3.18,-34.0,-2.12,-31.28
Home,PASS,,1,34,2061.72,2063.24,Player12,Player2,-2.12,-31.96,-18.02,-30.6
Home,PASS,,1,34,2065.2,2066.88,Player2,Player3,-20.14,-24.48,-27.56,-0.68
Home,BALL LOST,INTERCEPTION,1,34,2066.88,2069.16,Player3,,-27.56,-0.68,-15.9,16.32
Away,RECOVERY,INTERCEPTION,1,34,2069.28,2069.28,Player19,,-11.66,12.92,,
Home,CHALLENGE,TACKLE-WON,1,34,2070.2,2070.2,Player6,,-14.84,12.92,,
Home,RECOVERY,THEFT,1,34,2070.2,2070.2,Player6,,-14.84,12.92,,
Away,CHALLENGE,TACKLE-LOST,1,34,2070.28,2070.28,Player19,,-13.78,12.92,,
Away,BALL LOST,THEFT,1,34,2070.28,2070.28,Player19,,-13.78,12.92,,
Home,PASS,,1,34,2074.12,2074.72,Player6,Player12,-8.48,-4.76,-8.48,-15.64
Home,PASS,,1,34,2076.28,2078.28,Player12,Player7,-5.3,-21.08,9.54,-32.64
Home,PASS,,1,34,2079.16,2080.04,Player7,Player12,11.66,-31.96,5.3,-24.48
Home,PASS,,1,34,2081.04,2081.92,Player12,Player6,7.42,-23.12,8.48,-12.92
Home,PASS,,1,34,2081.92,2082.84,Player6,Player12,8.48,-12.92,9.54,-20.4
Home,PASS,,1,34,2083.6,2086.8,Player12,Player4,9.54,-19.72,9.54,25.84
Home,PASS,,1,34,2091.72,2092.76,Player4,Player6,22.26,23.8,15.9,18.36
Away,CHALLENGE,GROUND-FAULT-LOST,1,34,2092.68,2092.68,Player24,,18.02,17.68,,
Home,CHALLENGE,GROUND-FAULT-WON,1,34,2092.76,2092.76,Player6,,15.9,18.36,,
Home,FAULT RECEIVED,,1,34,2093.6,2093.6,Player6,,14.84,17.68,,
Home,SET PIECE,FREE KICK,1,35,2130.76,2130.76,Player6,,,,,
Home,PASS,,1,35,2130.76,2132.04,Player6,Player4,12.72,15.64,18.02,23.12
Home,PASS,,1,35,2132.88,2133.88,Player4,Player8,21.2,21.76,31.8,31.96
Home,PASS,,1,35,2138.44,2139.24,Player8,Player12,32.86,12.24,22.26,-0.68
Home,PASS,,1,35,2140.08,2140.96,Player12,Player10,23.32,-3.4,26.5,-12.24
Home,PASS,THROUGH BALL-DEEP BALL,1,35,2142.04,2144.16,Player10,Player7,29.68,-13.6,49.82,-18.36
Home,PASS,CROSS,1,35,2144.16,2145.36,Player7,Player8,49.82,-18.36,47.7,-0.0
Away,CHALLENGE,AERIAL-LOST,1,35,2145.32,2145.32,Player18,,47.7,-0.68,,
Home,PASS,HEAD,1,35,2145.36,2147.04,Player8,Player6,47.7,-0.0,37.1,7.48
Home,PASS,,1,35,2147.04,2147.8,Player6,Player8,37.1,7.48,46.64,-1.36
Home,CHALLENGE,AERIAL-WON,1,35,2147.8,2147.8,Player8,,46.64,-1.36,,
Home,SHOT,HEAD-ON TARGET-SAVED,1,35,2147.8,2148.28,Player8,,46.64,-1.36,53.0,-2.72
Away,RECOVERY,SAVED,1,35,2148.32,2148.32,Player17,,51.94,-3.4,,
Away,PASS,,1,35,2148.32,2148.96,Player17,Player18,51.94,-3.4,46.64,-5.44
Away,BALL LOST,,1,35,2148.96,2151.0,Player18,,46.64,-5.44,40.28,-15.64
Home,RECOVERY,,1,35,2151.0,2151.0,Player5,,38.16,-14.96,,
Home,SHOT,BLOCKED,1,35,2151.0,2151.0,Player5,,38.16,-14.96,41.34,-15.64
Away,RECOVERY,BLOCKED,1,35,2151.04,2151.04,Player22,,41.34,-13.6,,
Away,BALL OUT,,1,35,2151.04,2152.84,Player22,,41.34,-13.6,28.62,-36.04
Home,SET PIECE,THROW IN,1,36,2171.52,2171.52,Player7,,,,,
Home,PASS,,1,36,2171.52,2171.88,Player7,Player5,28.62,-34.68,31.8,-27.88
Home,PASS,,1,36,2171.88,2172.84,Player5,Player7,31.8,-27.88,27.56,-34.0
Home,CHALLENGE,GROUND-LOST,1,36,2174.92,2174.92,Player7,,22.26,-29.24,,
Home,BALL LOST,THEFT,1,36,2174.92,2174.92,Player7,,22.26,-29.24,,
Away,CHALLENGE,TACKLE-WON,1,36,2175.24,2175.24,Player21,,20.14,-28.56,,
Away,RECOVERY,THEFT,1,36,2175.24,2175.24,Player21,,20.14,-28.56,,
Away,PASS,,1,36,2175.24,2176.44,Player21,Player19,20.14,-28.56,19.08,-17.0
Away,PASS,,1,36,2179.04,2180.24,Player19,Player23,14.84,-12.92,2.12,-3.4
Home,CHALLENGE,GROUND-LOST,1,36,2180.2,2180.2,Player3,,1.06,-4.08,,
Away,CHALLENGE,GROUND-WON,1,36,2180.24,2180.24,Player23,,2.12,-3.4,,
Home,CHALLENGE,GROUND-LOST,1,36,2181.68,2181.68,Player8,,3.18,6.12,,
Away,CHALLENGE,GROUND-WON,1,36,2181.84,2181.84,Player23,,3.18,4.76,,
Away,CHALLENGE,TACKLE-LOST,1,36,2184.12,2184.12,Player23,,4.24,10.88,,
Away,BALL LOST,THEFT,1,36,2184.12,2184.12,Player23,,4.24,10.88,,
Home,CHALLENGE,TACKLE-WON,1,36,2184.16,2184.16,Player8,,3.18,10.2,,
Home,RECOVERY,THEFT,1,36,2184.16,2184.16,Player8,,3.18,10.2,,
Away,CHALLENGE,TACKLE-ADVANTAGE-LOST,1,36,2185.72,2185.72,Player15,,9.54,16.32,,
Home,CHALLENGE,TACKLE-ADVANTAGE-WON,1,36,2185.88,2185.88,Player8,,7.42,16.32,,
Home,PASS,,1,36,2185.88,2188.8,Player8,Player10,7.42,16.32,27.56,21.08
Home,PASS,,1,36,2193.56,2194.68,Player10,Player8,39.22,31.96,28.62,27.2
Home,PASS,,1,36,2195.92,2196.72,Player8,Player4,29.68,27.88,21.2,28.56
Home,PASS,,1,36,2197.36,2198.16,Player4,Player6,21.2,27.88,19.08,19.72
Home,PASS,,1,36,2199.76,2203.16,Player6,Player2,16.96,17.0,9.54,-20.4
Home,PASS,,1,36,2203.16,2204.32,Player2,Player7,9.54,-20.4,22.26,-30.6
Home,BALL LOST,INTERCEPTION,1,36,2205.92,2207.44,Player7,,26.5,-30.6,45.58,-3.4
Away,CHALLENGE,AERIAL-WON,1,36,2207.48,2207.48,Player16,,45.58,-3.4,,
Away,RECOVERY,INTERCEPTION,1,36,2207.48,2207.48,Player16,,45.58,-3.4,,
Away,PASS,,1,36,2207.48,2210.32,Player16,Player22,45.58,-3.4,33.92,-29.92
Away,PASS,,1,36,2213.28,2214.16,Player22,Player17,31.8,-30.6,42.4,-27.2
Away,BALL LOST,,1,36,2214.16,2217.12,Player17,,42.4,-27.2,16.96,-25.16
Home,RECOVERY,,1,36,2217.24,2217.24,Player12,,14.84,-25.16,,
Home,PASS,,1,37,2220.92,2223.0,Player12,Player3,15.9,-25.84,-7.42,-8.16
Home,PASS,,1,37,2224.48,2226.16,Player3,Player2,-9.54,-6.8,-8.48,-25.16
Home,PASS,,1,37,2226.8,2227.8,Player2,Player7,-8.48,-26.52,-1.06,-33.32
Home,PASS,,1,37,2229.76,2230.08,Player7,Player5,5.3,-33.32,10.6,-26.52
Home,PASS,,1,37,2231.96,2232.88,Player5,Player12,10.6,-28.56,9.54,-20.4
Away,CHALLENGE,TACKLE-FAULT-LOST,1,37,2234.16,2234.16,Player17,,19.08,-20.4,,
Home,CHALLENGE,TACKLE-FAULT-WON,1,37,2234.16,2234.16,Player12,,16.96,-19.04,,
Home,FAULT RECEIVED,,1,37,2234.32,2234.32,Player12,,16.96,-19.04,,
Home,SET PIECE,FREE KICK,1,37,2257.0,2257.0,Player6,,,,,
Home,PASS,,1,37,2257.0,2258.56,Player6,Player10,13.78,-19.04,20.14,6.8
Home,PASS,,1,37,2259.76,2262.88,Player10,Player8,20.14,6.8,46.64,31.28
Home,PASS,,1,37,2265.96,2267.16,Player8,Player10,38.16,29.92,24.38,25.84
Home,PASS,,1,37,2269.36,2270.28,Player10,Player8,26.5,21.08,32.86,13.6
Home,PASS,,1,37,2270.28,2271.52,Player8,Player10,32.86,13.6,39.22,17.68
Home,CHALLENGE,GROUND-LOST,1,37,2272.16,2272.16,Player10,,44.52,17.68,,
Home,BALL LOST,INTERCEPTION,1,37,2272.16,2272.16,Player10,,44.52,17.68,,
Away,CHALLENGE,GROUND-WON,1,37,2272.4,2272.4,Player15,,45.58,16.32,,
Away,RECOVERY,INTERCEPTION,1,37,2272.4,2272.4,Player15,,45.58,16.32,,
Away,BALL OUT,,1,37,2272.4,2273.44,Player15,,45.58,16.32,54.06,18.36
Home,SET PIECE,CORNER KICK,1,38,2300.36,2300.36,Player6,,,,,
Home,PASS,,1,38,2300.36,2302.76,Player6,Player3,54.06,33.32,48.76,-8.16
Home,CHALLENGE,AERIAL-WON,1,38,2302.76,2302.76,Player3,,48.76,-8.16,,
Home,BALL LOST,INTERCEPTION,1,38,2302.76,2304.2,Player3,,48.76,-8.16,50.88,-4.08
Away,CHALLENGE,AERIAL-LOST,1,38,2302.88,2302.88,Player17,,48.76,-6.8,,
Away,RECOVERY,INTERCEPTION,1,38,2304.24,2304.24,Player25,,51.94,-3.4,,
Away,PASS,,1,38,2304.24,2304.96,Player25,Player16,51.94,-3.4,47.7,-12.92
Away,BALL LOST,,1,38,2304.96,2306.76,Player16,,47.7,-12.92,32.86,-16.32
Home,RECOVERY,,1,38,2306.72,2306.72,Player7,,32.86,-15.64,,
Home,SHOT,OFF TARGET-OUT,1,38,2306.72,2309.6,Player7,,32.86,-15.64,55.12,12.92
Away,RECOVERY,,1,39,2362.12,2362.12,Player25,,48.76,2.04,,
Away,BALL LOST,INTERCEPTION,1,39,2362.12,2365.76,Player25,,48.76,2.04,-5.3,27.2
Home,CHALLENGE,AERIAL-WON,1,39,2365.68,2365.68,Player8,,-5.3,25.16,,
Home,RECOVERY,INTERCEPTION,1,39,2365.68,2365.68,Player8,,-5.3,25.16,,
Home,PASS,HEAD,1,39,2365.68,2366.84,Player8,Player12,-5.3,25.16,-10.6,17.68
Away,CHALLENGE,AERIAL-LOST,1,39,2365.76,2365.76,Player18,,-7.42,26.52,,
Home,CHALLENGE,GROUND-WON,1,39,2369.28,2369.28,Player12,,-7.42,21.08,,
Home,PASS,,1,39,2369.28,2370.64,Player12,Player8,-7.42,21.08,0.0,32.64
Home,PASS,,1,39,2370.64,2372.36,Player8,Player4,0.0,32.64,-16.96,31.96
Home,PASS,,1,39,2373.16,2375.64,Player4,Player3,-16.96,31.96,-41.34,18.36
Home,PASS,,1,39,2375.64,2377.08,Player3,Player11,-41.34,18.36,-48.76,2.04
Home,PASS,,1,39,2378.52,2380.44,Player11,Player2,-46.64,-3.4,-40.28,-21.76
Home,PASS,,1,39,2380.44,2381.8,Player2,Player5,-40.28,-21.76,-16.96,-21.08
Home,PASS,,1,39,2383.36,2384.28,Player5,Player6,-16.96,-15.64,-23.32,-10.88
Home,PASS,,1,39,2385.6,2387.08,Player6,Player3,-23.32,-8.16,-26.5,8.84
Home,PASS,,1,39,2388.2,2389.12,Player3,Player4,-24.38,12.92,-19.08,25.16
Home,PASS,,1,39,2390.92,2391.8,Player4,Player12,-15.9,27.2,-10.6,18.36
Home,PASS,,1,39,2392.84,2393.76,Player12,Player6,-9.54,17.0,-11.66,9.52
Home,PASS,,1,39,2394.44,2395.24,Player6,Player12,-10.6,9.52,-5.3,17.68
Home,PASS,,1,39,2395.24,2396.08,Player12,Player10,-5.3,17.68,4.24,15.64
Home,PASS,,1,39,2396.92,2396.92,Player10,Player12,5.3,16.32,-3.18,17.0
Home,PASS,,1,39,2396.92,2398.2,Player12,Player4,-3.18,17.0,5.3,29.92
Home,PASS,,1,40,2400.0,2403.0,Player4,Player8,8.48,29.24,41.34,31.28
Home,BALL OUT,CROSS,1,40,2403.24,2406.96,Player8,,42.4,31.96,59.36,-0.68
Away,RECOVERY,,1,40,2431.68,2431.68,Player25,,48.76,0.68,,
Away,PASS,GOAL KICK,1,40,2431.68,2435.28,Player25,Player18,48.76,0.68,-6.36,34.0
Away,PASS,HEAD,1,40,2435.28,2436.64,Player18,Player17,-6.36,34.0,4.24,27.2
Away,PASS,,1,40,2436.64,2438.12,Player17,Player20,4.24,27.2,2.12,15.64
Away,PASS,,1,40,2438.84,2439.76,Player20,Player21,2.12,14.96,0.0,1.36
Away,PASS,,1,40,2440.76,2442.76,Player21,Player22,-1.06,-2.04,-5.3,-27.2
Away,BALL LOST,INTERCEPTION,1,40,2443.96,2445.16,Player22,,-8.48,-28.56,-31.8,-27.2
Home,RECOVERY,INTERCEPTION,1,40,2445.28,2445.28,Player7,,-30.74,-26.52,,
Home,PASS,,1,40,2447.12,2448.44,Player7,Player6,-32.86,-31.96,-25.44,-23.12
Home,PASS,,1,40,2451.76,2452.96,Player6,Player7,-16.96,-21.76,-8.48,-31.96
Home,PASS,,1,40,2456.8,2459.6,Player7,Player8,11.66,-19.04,22.26,27.2
Home,CHALLENGE,GROUND-FAULT-WON,1,41,2460.68,2460.68,Player8,,23.32,30.6,,
Away,CHALLENGE,GROUND-FAULT-LOST,1,41,2460.96,2460.96,Player17,,23.32,27.88,,
Home,FAULT RECEIVED,,1,41,2461.2,2461.2,Player8,,24.38,30.6,,
Home,SET PIECE,FREE KICK,1,41,2507.24,2507.24,Player6,,,,,
Home,BALL LOST,INTERCEPTION,1,41,2507.24,2508.48,Player6,,24.38,27.88,38.16,-0.0
Away,RECOVERY,INTERCEPTION,1,41,2508.44,2508.44,Player19,,38.16,0.68,,
Away,BALL LOST,,1,41,2508.44,2510.12,Player19,,38.16,0.68,21.2,4.08
Home,RECOVERY,,1,41,2510.12,2510.12,Player10,,20.14,3.4,,
Home,SHOT,OFF TARGET-OUT,1,41,2511.68,2513.88,Player10,,22.26,-1.36,55.12,15.64
Away,RECOVERY,,1,42,2529.56,2529.56,Player25,,47.7,3.4,,
Away,PASS,GOAL KICK,1,42,2529.56,2531.48,Player25,Player17,47.7,3.4,26.5,30.6
Away,PASS,,1,42,2533.32,2535.24,Player17,Player18,25.44,29.92,1.06,1.36
Away,CHALLENGE,GROUND-WON,1,42,2536.28,2536.28,Player18,,1.06,2.04,,
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,42,2537.12,2537.12,Player5,,2.12,4.76,,
Away,CHALLENGE,GROUND-FAULT-WON,1,42,2538.76,2538.76,Player18,,3.18,10.2,,
Away,FAULT RECEIVED,,1,42,2539.08,2539.08,Player18,,4.24,11.56,,
Home,RECOVERY,,1,42,2541.12,2541.12,Player8,,11.66,14.96,,
Home,BALL LOST,FORCED,1,42,2541.68,2541.68,Player8,,14.84,12.92,,
Away,SET PIECE,FREE KICK,1,42,2548.72,2548.72,Player20,,,,,
Away,PASS,,1,42,2548.72,2550.84,Player20,Player19,7.42,10.2,-8.48,24.48
Away,PASS,,1,42,2554.56,2555.88,Player19,Player17,-27.56,22.44,-39.22,30.6
Away,CHALLENGE,TACKLE-LOST,1,42,2557.24,2557.24,Player17,,-38.16,25.84,,
Away,BALL LOST,THEFT,1,42,2557.24,2557.24,Player17,,-38.16,25.84,,
Home,CHALLENGE,TACKLE-WON,1,42,2557.52,2557.52,Player8,,-38.16,24.48,,
Home,RECOVERY,THEFT,1,42,2557.52,2557.52,Player8,,-38.16,24.48,,
Away,RECOVERY,INTERCEPTION,1,42,2559.76,2559.76,Player17,,-37.1,27.2,,
Away,PASS,,1,42,2559.76,2562.44,Player17,Player19,-37.1,27.2,-24.38,27.2
Home,BALL LOST,INTERCEPTION,1,42,2559.92,2559.92,Player8,,-38.16,26.52,-37.1,26.52
Away,PASS,,1,42,2562.44,2564.2,Player19,Player15,-24.38,27.2,-1.06,25.84
Away,PASS,,1,42,2568.2,2569.4,Player15,Player21,-2.12,25.84,-1.06,17.0
Away,BALL LOST,INTERCEPTION,1,42,2571.76,2573.08,Player21,,-3.18,24.48,-25.44,23.12
Home,RECOVERY,INTERCEPTION,1,42,2572.96,2572.96,Player4,,-23.32,23.8,,
Home,PASS,,1,42,2572.96,2574.12,Player4,Player12,-23.32,23.8,-22.26,16.32
Home,PASS,,1,42,2576.08,2577.48,Player12,Player10,-23.32,12.92,-4.24,-4.76
Home,BALL LOST,INTERCEPTION,1,42,2579.48,2581.0,Player10,,0.0,-16.32,27.56,-8.84
Away,RECOVERY,INTERCEPTION,1,43,2580.92,2580.92,Player22,,19.08,-9.52,,
Away,PASS,,1,43,2582.68,2584.68,Player22,Player25,29.68,-17.68,48.76,-7.48
Away,PASS,,1,43,2584.68,2586.52,Player25,Player18,48.76,-7.48,14.84,-25.84
Away,PASS,,1,43,2591.72,2593.92,Player18,Player17,4.24,-8.16,-3.18,25.16
Away,BALL LOST,INTERCEPTION,1,43,2598.84,2600.04,Player17,,-19.08,23.12,-38.16,17.0
Home,CHALLENGE,GROUND,1,43,2599.08,2599.08,Player4,,-31.8,21.08,,
Away,CHALLENGE,GROUND-LOST,1,43,2600.04,2600.04,Player19,,-37.1,13.6,,
Home,CHALLENGE,GROUND-WON,1,43,2600.04,2600.04,Player3,,-37.1,14.28,,
Home,RECOVERY,INTERCEPTION,1,43,2600.04,2600.04,Player3,,-37.1,14.28,,
Home,PASS,,1,43,2600.04,2601.24,Player3,Player8,-37.1,14.28,-28.62,22.44
Home,PASS,,1,43,2601.24,2602.12,Player8,Player4,-28.62,22.44,-34.98,24.48
Home,PASS,,1,43,2603.48,2604.2,Player4,Player12,-32.86,23.8,-29.68,14.28
Home,PASS,,1,43,2605.2,2605.8,Player12,Player6,-28.62,12.24,-24.38,6.12
Home,PASS,,1,43,2605.8,2606.72,Player6,Player8,-24.38,6.12,-23.32,18.36
Home,PASS,,1,43,2608.04,2609.84,Player8,Player4,-19.08,18.36,0.0,30.6
Home,PASS,,1,43,2614.96,2615.88,Player4,Player9,20.14,19.04,27.56,9.52
Home,CHALLENGE,GROUND-WON,1,43,2616.32,2616.32,Player9,,27.56,8.16,,
Away,CHALLENGE,GROUND-LOST,1,43,2616.56,2616.56,Player15,,29.68,7.48,,
Home,PASS,,1,43,2618.12,2618.92,Player9,Player4,28.62,9.52,39.22,21.08
Home,PASS,,1,43,2620.2,2625.4,Player4,Player10,42.4,20.4,47.7,-25.84
Home,BALL LOST,INTERCEPTION,1,43,2627.52,2627.72,Player10,,40.28,-25.16,42.4,-22.44
Away,RECOVERY,INTERCEPTION,1,43,2627.68,2627.68,Player22,,41.34,-23.12,,
Away,BALL LOST,CLEARANCE,1,43,2628.88,2632.76,Player22,,39.22,-21.76,-3.18,-19.72
Home,RECOVERY,,1,43,2632.6,2632.6,Player2,,-1.06,-19.72,,
Home,PASS,,1,43,2633.32,2635.12,Player2,Player7,-2.12,-21.08,8.48,-28.56
Home,PASS,,1,43,2637.44,2639.84,Player7,Player3,8.48,-27.88,-15.9,-2.72
Home,PASS,,1,44,2646.48,2648.36,Player3,Player12,-16.96,-4.08,-7.42,-20.4
Home,BALL LOST,INTERCEPTION,1,44,2648.36,2649.88,Player12,,-7.42,-20.4,4.24,-15.64
Away,RECOVERY,INTERCEPTION,1,44,2649.8,2649.8,Player20,,4.24,-15.64,,
Away,BALL OUT,,1,44,2649.8,2652.2,Player20,,4.24,-15.64,-4.24,-34.68
Home,SET PIECE,THROW IN,1,44,2668.08,2668.08,Player7,,,,,
Home,PASS,,1,44,2668.08,2669.16,Player7,Player5,-3.18,-34.68,4.24,-23.8
Home,PASS,,1,44,2669.16,2669.88,Player5,Player9,4.24,-23.8,11.66,-28.56
Home,CHALLENGE,GROUND-WON,1,44,2669.88,2669.88,Player9,,11.66,-28.56,,
Home,BALL LOST,,1,44,2669.88,2672.12,Player9,,11.66,-28.56,22.26,-34.68
Away,CHALLENGE,GROUND-LOST,1,44,2670.0,2670.0,Player22,,12.72,-29.24,,
Away,SET PIECE,THROW IN,1,44,2676.04,2676.04,Player22,,,,,
Away,PASS,,1,44,2676.04,2677.52,Player22,Player20,14.84,-34.68,10.6,-21.76
Away,PASS,,1,44,2678.32,2681.2,Player20,Player16,11.66,-20.4,33.92,-13.6
Away,PASS,,1,44,2683.96,2685.16,Player16,Player20,33.92,-8.84,11.66,-6.12
Away,BALL LOST,INTERCEPTION,1,44,2686.36,2688.56,Player20,,9.54,-2.04,-14.84,27.88
Home,RECOVERY,INTERCEPTION,1,44,2688.56,2688.56,Player4,,-12.72,26.52,,
Home,PASS,,1,44,2695.64,2697.12,Player4,Player8,30.74,21.08,44.52,25.16
Home,PASS,,1,44,2698.36,2700.08,Player8,Player9,49.82,21.76,50.88,-6.8
Home,SHOT,HEAD-ON TARGET-SAVED,1,45,2700.08,2700.52,Player9,,50.88,-6.8,53.0,-2.72
Away,RECOVERY,SAVED,1,45,2700.56,2700.56,Player25,,51.94,-2.72,,
Away,PASS,,1,45,2700.56,2702.08,Player25,Player21,51.94,-2.72,43.46,-0.0
Away,BALL LOST,INTERCEPTION,1,45,2702.08,2704.96,Player21,,43.46,-0.0,48.76,-20.4
Home,RECOVERY,INTERCEPTION,1,45,2704.84,2704.84,Player7,,45.58,-19.72,,
Home,BALL LOST,INTERCEPTION,1,45,2705.8,2707.08,Player7,,50.88,-20.4,41.34,-3.4
Away,RECOVERY,INTERCEPTION,1,45,2707.0,2707.0,Player19,,41.34,-0.0,,
Away,BALL LOST,CLEARANCE,1,45,2707.0,2709.88,Player19,,41.34,-0.0,4.24,-1.36
Away,CHALLENGE,AERIAL-LOST,1,45,2710.04,2710.04,Player23,,3.18,2.72,,
Home,CHALLENGE,AERIAL-WON,1,45,2710.08,2710.08,Player3,,3.18,2.04,,
Home,RECOVERY,INTERCEPTION,1,45,2710.08,2710.08,Player3,,3.18,2.04,,
Home,PASS,HEAD,1,45,2710.08,2711.04,Player3,Player2,3.18,2.04,-5.3,2.04
Home,PASS,,1,45,2711.04,2715.32,Player2,Player4,-5.3,2.04,-2.12,32.64
Home,PASS,,1,45,2715.32,2718.8,Player4,Player2,-2.12,32.64,-24.38,27.2
Home,PASS,,1,45,2720.04,2721.64,Player2,Player12,-27.56,23.8,-14.84,-0.68
Home,BALL LOST,INTERCEPTION,1,45,2725.52,2727.28,Player12,,-9.54,-6.8,7.42,-6.8
Away,RECOVERY,INTERCEPTION,1,45,2727.08,2727.08,Player20,,7.42,-4.08,,
Away,PASS,,1,45,2728.0,2729.2,Player20,Player21,7.42,-6.8,0.0,-4.76
Away,PASS,,1,45,2729.2,2730.32,Player21,Player19,0.0,-4.76,2.12,5.44
Away,PASS,,1,45,2731.52,2732.04,Player19,Player21,1.06,4.76,-4.24,6.12
Away,BALL LOST,INTERCEPTION,1,45,2736.24,2736.72,Player21,,-5.3,14.28,-15.9,8.84
Home,RECOVERY,INTERCEPTION,1,45,2736.8,2736.8,Player6,,-14.84,9.52,,
Home,PASS,,1,45,2742.6,2745.6,Player6,Player4,-13.78,4.76,-18.02,26.52
Home,PASS,,1,45,2746.64,2748.76,Player4,Player6,-16.96,27.88,-20.14,15.64
Home,PASS,,1,45,2748.76,2750.08,Player6,Player12,-20.14,15.64,-16.96,-2.72
Home,PASS,,1,45,2751.4,2753.68,Player12,Player2,-18.02,-6.8,-25.44,-23.12
